#mGo	mLSP	Total	TotGenW	Counts	genWeight
2050	1050	32362718	32362718.000	18386	18386.000
2150	1350	32362718	32362718.000	15849	15849.000
2350	1600	32362718	32362718.000	21011	21011.000
1050	600	32362718	32362718.000	151491	151491.000
1750	1250	32362718	32362718.000	19877	19877.000
1200	650	32362718	32362718.000	64584	64584.000
850	450	32362718	32362718.000	147888	147888.000
850	600	32362718	32362718.000	139480	139480.000
1250	350	32362718	32362718.000	51933	51933.000
650	300	32362718	32362718.000	205201	205201.000
1700	300	32362718	32362718.000	20074	20074.000
1650	700	32362718	32362718.000	18270	18270.000
2550	700	32362718	32362718.000	19167	19167.000
1150	600	32362718	32362718.000	93553	93553.000
700	300	32362718	32362718.000	138224	138224.000
1500	550	32362718	32362718.000	19063	19063.000
1100	0	32362718	32362718.000	136342	136342.000
2350	1100	32362718	32362718.000	17471	17471.000
1700	1350	32362718	32362718.000	18305	18305.000
1550	850	32362718	32362718.000	17222	17222.000
1400	1050	32362718	32362718.000	18689	18689.000
1950	950	32362718	32362718.000	23859	23859.000
1400	750	32362718	32362718.000	21544	21544.000
2100	700	32362718	32362718.000	17971	17971.000
1100	350	32362718	32362718.000	126232	126232.000
2150	1100	32362718	32362718.000	17444	17444.000
1850	1350	32362718	32362718.000	19623	19623.000
2550	1600	32362718	32362718.000	19228	19228.000
1800	900	32362718	32362718.000	19341	19341.000
2600	600	32362718	32362718.000	17544	17544.000
700	350	32362718	32362718.000	141871	141871.000
1150	750	32362718	32362718.000	94930	94930.000
2300	400	32362718	32362718.000	17499	17499.000
1800	0	32362718	32362718.000	18284	18284.000
1250	500	32362718	32362718.000	44599	44599.000
800	300	32362718	32362718.000	138221	138221.000
2450	1200	32362718	32362718.000	18205	18205.000
2100	1100	32362718	32362718.000	18332	18332.000
1700	1250	32362718	32362718.000	16938	16938.000
1000	500	32362718	32362718.000	143157	143157.000
1050	750	32362718	32362718.000	140426	140426.000
1800	1250	32362718	32362718.000	17385	17385.000
1900	1400	32362718	32362718.000	14219	14219.000
2800	900	32362718	32362718.000	20826	20826.000
2650	700	32362718	32362718.000	19569	19569.000
2150	800	32362718	32362718.000	18562	18562.000
2150	400	32362718	32362718.000	17658	17658.000
1150	700	32362718	32362718.000	94469	94469.000
1800	950	32362718	32362718.000	17496	17496.000
2300	1200	32362718	32362718.000	17421	17421.000
2650	900	32362718	32362718.000	17203	17203.000
2700	100	32362718	32362718.000	14905	14905.000
2150	600	32362718	32362718.000	20095	20095.000
2600	900	32362718	32362718.000	15291	15291.000
2050	400	32362718	32362718.000	20132	20132.000
2800	200	32362718	32362718.000	17371	17371.000
2000	1450	32362718	32362718.000	22625	22625.000
2200	0	32362718	32362718.000	17387	17387.000
2050	1000	32362718	32362718.000	18694	18694.000
1750	1050	32362718	32362718.000	22403	22403.000
2350	400	32362718	32362718.000	18816	18816.000
2050	1300	32362718	32362718.000	20839	20839.000
1350	350	32362718	32362718.000	28100	28100.000
1300	650	32362718	32362718.000	36924	36924.000
2200	300	32362718	32362718.000	18503	18503.000
1100	400	32362718	32362718.000	127290	127290.000
2650	1500	32362718	32362718.000	16473	16473.000
1650	1000	32362718	32362718.000	16667	16667.000
1800	1050	32362718	32362718.000	18930	18930.000
2650	1300	32362718	32362718.000	17862	17862.000
1800	400	32362718	32362718.000	18181	18181.000
750	300	32362718	32362718.000	145192	145192.000
2800	300	32362718	32362718.000	16534	16534.000
900	300	32362718	32362718.000	135296	135296.000
1350	300	32362718	32362718.000	28702	28702.000
2200	800	32362718	32362718.000	18269	18269.000
1650	950	32362718	32362718.000	16736	16736.000
2400	900	32362718	32362718.000	18675	18675.000
2150	700	32362718	32362718.000	19069	19069.000
1000	650	32362718	32362718.000	148146	148146.000
1800	500	32362718	32362718.000	19445	19445.000
2300	700	32362718	32362718.000	17162	17162.000
2000	400	32362718	32362718.000	16992	16992.000
2450	1500	32362718	32362718.000	16036	16036.000
1400	1175	32362718	32362718.000	21097	21097.000
700	0	32362718	32362718.000	133266	133266.000
1400	950	32362718	32362718.000	18984	18984.000
2050	500	32362718	32362718.000	21078	21078.000
1750	0	32362718	32362718.000	17347	17347.000
1350	1000	32362718	32362718.000	26659	26659.000
1550	700	32362718	32362718.000	16110	16110.000
1200	400	32362718	32362718.000	62668	62668.000
2300	1400	32362718	32362718.000	22337	22337.000
2400	1000	32362718	32362718.000	17429	17429.000
1850	1600	32362718	32362718.000	19432	19432.000
1750	950	32362718	32362718.000	22945	22945.000
2050	1450	32362718	32362718.000	18020	18020.000
1850	1000	32362718	32362718.000	18926	18926.000
2000	800	32362718	32362718.000	23273	23273.000
2300	1550	32362718	32362718.000	20882	20882.000
800	575	32362718	32362718.000	140578	140578.000
1850	1450	32362718	32362718.000	20097	20097.000
2800	500	32362718	32362718.000	15661	15661.000
2450	1450	32362718	32362718.000	19108	19108.000
1100	500	32362718	32362718.000	123730	123730.000
2250	1450	32362718	32362718.000	20278	20278.000
2200	1200	32362718	32362718.000	19840	19840.000
1700	750	32362718	32362718.000	18539	18539.000
1250	0	32362718	32362718.000	46077	46077.000
1250	600	32362718	32362718.000	47906	47906.000
1500	1050	32362718	32362718.000	19161	19161.000
1450	450	32362718	32362718.000	17528	17528.000
2650	1400	32362718	32362718.000	15397	15397.000
2400	200	32362718	32362718.000	17766	17766.000
2550	600	32362718	32362718.000	18788	18788.000
2450	1400	32362718	32362718.000	18616	18616.000
1350	550	32362718	32362718.000	31456	31456.000
2000	1250	32362718	32362718.000	16354	16354.000
2300	0	32362718	32362718.000	19067	19067.000
1300	1075	32362718	32362718.000	40841	40841.000
1550	100	32362718	32362718.000	17363	17363.000
1000	550	32362718	32362718.000	137546	137546.000
2750	800	32362718	32362718.000	21992	21992.000
1800	600	32362718	32362718.000	19341	19341.000
1700	1450	32362718	32362718.000	15834	15834.000
1900	1600	32362718	32362718.000	19584	19584.000
2200	1350	32362718	32362718.000	19513	19513.000
1800	1500	32362718	32362718.000	17882	17882.000
2450	900	32362718	32362718.000	24398	24398.000
1550	600	32362718	32362718.000	15269	15269.000
1050	350	32362718	32362718.000	145139	145139.000
2150	300	32362718	32362718.000	20130	20130.000
1250	750	32362718	32362718.000	51046	51046.000
850	500	32362718	32362718.000	136937	136937.000
2100	800	32362718	32362718.000	18377	18377.000
600	0	32362718	32362718.000	357459	357459.000
2400	700	32362718	32362718.000	13008	13008.000
1850	500	32362718	32362718.000	19736	19736.000
1800	1150	32362718	32362718.000	17798	17798.000
1050	800	32362718	32362718.000	141583	141583.000
1850	950	32362718	32362718.000	19051	19051.000
2350	1350	32362718	32362718.000	18875	18875.000
2300	1300	32362718	32362718.000	20698	20698.000
1750	800	32362718	32362718.000	19943	19943.000
2300	100	32362718	32362718.000	16421	16421.000
2700	1600	32362718	32362718.000	19023	19023.000
1400	700	32362718	32362718.000	18474	18474.000
1200	200	32362718	32362718.000	70258	70258.000
1600	850	32362718	32362718.000	15243	15243.000
1400	100	32362718	32362718.000	18031	18031.000
1350	500	32362718	32362718.000	30097	30097.000
800	0	32362718	32362718.000	138057	138057.000
2000	500	32362718	32362718.000	15888	15888.000
2350	600	32362718	32362718.000	16221	16221.000
1900	1500	32362718	32362718.000	20136	20136.000
2750	1200	32362718	32362718.000	16031	16031.000
1450	700	32362718	32362718.000	18639	18639.000
1950	1600	32362718	32362718.000	14786	14786.000
1450	1000	32362718	32362718.000	23593	23593.000
1500	100	32362718	32362718.000	14560	14560.000
1300	950	32362718	32362718.000	38138	38138.000
1750	1100	32362718	32362718.000	19807	19807.000
1250	1025	32362718	32362718.000	44111	44111.000
1500	1000	32362718	32362718.000	19474	19474.000
2750	400	32362718	32362718.000	21260	21260.000
1600	1375	32362718	32362718.000	16306	16306.000
1100	650	32362718	32362718.000	135267	135267.000
1650	650	32362718	32362718.000	18643	18643.000
2600	1500	32362718	32362718.000	19557	19557.000
1100	200	32362718	32362718.000	120585	120585.000
1350	900	32362718	32362718.000	28399	28399.000
2350	1450	32362718	32362718.000	16200	16200.000
2750	1600	32362718	32362718.000	17767	17767.000
2250	1000	32362718	32362718.000	20235	20235.000
2450	600	32362718	32362718.000	17316	17316.000
1950	1150	32362718	32362718.000	17081	17081.000
2700	1400	32362718	32362718.000	15417	15417.000
1750	900	32362718	32362718.000	19426	19426.000
2300	500	32362718	32362718.000	19771	19771.000
2050	600	32362718	32362718.000	19657	19657.000
1400	900	32362718	32362718.000	18478	18478.000
1400	850	32362718	32362718.000	19728	19728.000
1350	100	32362718	32362718.000	29840	29840.000
1750	100	32362718	32362718.000	17924	17924.000
1200	350	32362718	32362718.000	65814	65814.000
1300	0	32362718	32362718.000	37070	37070.000
1950	300	32362718	32362718.000	16201	16201.000
1950	1200	32362718	32362718.000	14619	14619.000
1800	700	32362718	32362718.000	18503	18503.000
1650	200	32362718	32362718.000	17887	17887.000
900	0	32362718	32362718.000	140747	140747.000
2600	100	32362718	32362718.000	19316	19316.000
900	100	32362718	32362718.000	151130	151130.000
1650	1100	32362718	32362718.000	18980	18980.000
2550	0	32362718	32362718.000	15761	15761.000
1250	1000	32362718	32362718.000	50574	50574.000
2000	1000	32362718	32362718.000	18711	18711.000
2200	1400	32362718	32362718.000	19237	19237.000
2350	1500	32362718	32362718.000	16124	16124.000
2350	1550	32362718	32362718.000	16646	16646.000
1850	1200	32362718	32362718.000	19519	19519.000
1700	500	32362718	32362718.000	16728	16728.000
1100	700	32362718	32362718.000	127159	127159.000
2300	200	32362718	32362718.000	20690	20690.000
2350	1200	32362718	32362718.000	18519	18519.000
2600	1600	32362718	32362718.000	20544	20544.000
650	350	32362718	32362718.000	212481	212481.000
1100	750	32362718	32362718.000	132701	132701.000
2200	200	32362718	32362718.000	17149	17149.000
2250	600	32362718	32362718.000	17648	17648.000
2400	1450	32362718	32362718.000	17894	17894.000
1850	0	32362718	32362718.000	20850	20850.000
2000	100	32362718	32362718.000	21256	21256.000
1650	1050	32362718	32362718.000	21037	21037.000
1900	950	32362718	32362718.000	20788	20788.000
1000	350	32362718	32362718.000	141334	141334.000
2200	500	32362718	32362718.000	16436	16436.000
2050	300	32362718	32362718.000	16846	16846.000
1800	1575	32362718	32362718.000	18290	18290.000
1400	300	32362718	32362718.000	22861	22861.000
