#mGo	mLSP	Total	TotGenW	Counts	genWeight
1850	1200	30642206	30642206.000	17078	17078.000
1700	500	30642206	30642206.000	18548	18548.000
1100	700	30642206	30642206.000	118625	118625.000
950	800	30642206	30642206.000	117835	117835.000
2100	1750	30642206	30642206.000	16584	16584.000
2600	1600	30642206	30642206.000	16382	16382.000
800	0	30642206	30642206.000	123008	123008.000
1100	750	30642206	30642206.000	106308	106308.000
2200	200	30642206	30642206.000	15520	15520.000
2250	600	30642206	30642206.000	16359	16359.000
2400	1450	30642206	30642206.000	16319	16319.000
1850	0	30642206	30642206.000	13794	13794.000
2000	100	30642206	30642206.000	16286	16286.000
1400	900	30642206	30642206.000	19223	19223.000
1900	950	30642206	30642206.000	15366	15366.000
2050	0	30642206	30642206.000	19191	19191.000
2200	500	30642206	30642206.000	11688	11688.000
2050	300	30642206	30642206.000	14729	14729.000
2450	1600	30642206	30642206.000	16785	16785.000
1400	300	30642206	30642206.000	13090	13090.000
2100	1650	30642206	30642206.000	13631	13631.000
