#mGo	mLSP	Total	TotGenW	Counts	genWeight
2200	1750	21137386	21137386.000	12943	12943.000
2350	600	21137386	21137386.000	7675	7675.000
1800	500	21137386	21137386.000	9790	9790.000
1450	700	21137386	21137386.000	13310	13310.000
1950	1600	21137386	21137386.000	13041	13041.000
1450	1000	21137386	21137386.000	7423	7423.000
1300	1175	21137386	21137386.000	26450	26450.000
1500	100	21137386	21137386.000	8728	8728.000
1300	950	21137386	21137386.000	17984	17984.000
1750	1100	21137386	21137386.000	9730	9730.000
1500	1000	21137386	21137386.000	11458	11458.000
2500	1650	21137386	21137386.000	11406	11406.000
1100	650	21137386	21137386.000	80878	80878.000
1650	650	21137386	21137386.000	11455	11455.000
2600	1500	21137386	21137386.000	8636	8636.000
1100	200	21137386	21137386.000	68817	68817.000
1350	900	21137386	21137386.000	15508	15508.000
2300	1700	21137386	21137386.000	11650	11650.000
2500	200	21137386	21137386.000	7329	7329.000
2250	1000	21137386	21137386.000	9490	9490.000
2450	600	21137386	21137386.000	8270	8270.000
1950	1150	21137386	21137386.000	6875	6875.000
2500	700	21137386	21137386.000	10762	10762.000
2600	600	21137386	21137386.000	10948	10948.000
1750	900	21137386	21137386.000	11383	11383.000
2300	500	21137386	21137386.000	9819	9819.000
2500	1750	21137386	21137386.000	17239	17239.000
2150	1900	21137386	21137386.000	9114	9114.000
2050	600	21137386	21137386.000	9484	9484.000
2200	1650	21137386	21137386.000	13331	13331.000
1650	1050	21137386	21137386.000	13082	13082.000
1400	850	21137386	21137386.000	16921	16921.000
1350	100	21137386	21137386.000	16949	16949.000
2250	1850	21137386	21137386.000	12735	12735.000
1750	100	21137386	21137386.000	9854	9854.000
2550	1500	21137386	21137386.000	10923	10923.000
1300	0	21137386	21137386.000	15916	15916.000
2300	1550	21137386	21137386.000	13969	13969.000
1950	300	21137386	21137386.000	6715	6715.000
2500	1900	21137386	21137386.000	13200	13200.000
