,bin,DataPos_yield,DataPos_yield_err,DataNeg_yield,DataNeg_yield_err,TTJets_yield,TTJets_yield_err,WJetsPos_yield,WJetsPos_yield_err,WJetsNeg_yield,WJetsNeg_yield_err,QCD_yield,QCD_yield_err,OtherPos_yield,OtherPos_yield_err,OtherNeg_yield,OtherNeg_yield_err,TotalPos_yield,TotalPos_yield_err,TotalNeg_yield,TotalNeg_yield_err,TTJetsIncl_fraction,TTJetsIncl_fraction_err,TTJetsPos_fraction,TTJetsPos_fraction_err,TTJetsNeg_fraction,TTJetsNeg_fraction_err,WJetsIncl_fraction,WJetsIncl_fraction_err,WJetsPos_fraction,WJetsPos_fraction_err,WJetsNeg_fraction,WJetsNeg_fraction_err
47,LT3_HT0_NB0_NJ5_NW1i,58.0,7.615773105863909,77.0,8.774964387392123,29.15159554104019,8.04261429925292,30.306794794358048,8.738038905819245,48.69710409982086,10.12106712940824,8.5365,2.921753583038789,4.163982229729182,0.0,5.236045105594041,0.0,57.58307479460733,10.052904013828424,77.04544697593501,11.275795095230528,0.21653357815757257,0.06449125613935479,0.253126423389345,0.08264235027966167,0.1891844144284453,0.05908310868171167,0.5868288372714312,0.11916443245668766,0.5263142842312458,0.17739727194717714,0.6320568704732326,0.16066599512568225
48,LT3_HT0_NB0_NJ67_NW0,81.0,9.0,142.0,11.916375287812984,29.407784560870017,8.215471921275137,42.89681493729395,10.519941199444697,100.09519927494891,13.45593734692451,19.512,4.4172552563781045,4.4336606282266136,0.0,5.782542071007828,0.0,81.54636784595556,12.12661542072185,140.09363362639175,14.746114356218483,0.1326826582093262,0.03878878744960207,0.180313270459958,0.0570651751719478,0.10495760513748995,0.031333601185785834,0.6451543641145622,0.09501066160168849,0.5260420061666976,0.15087041597983242,0.714487851331542,0.1219897883271483
49,LT3_HT0_NB0_NJ67_NW1i,18.0,4.242640687119285,19.0,4.358898943540674,13.994343999630363,5.306205603970489,6.664529127793768,5.614864655683511,7.891569768152718,4.942064689097832,2.439,1.5617759122230053,2.4208966644351224,0.0,1.3405118977728079,0.0,18.521597792044073,6.4034993229909745,18.668253665740707,5.822551147832847,0.3762947000612714,0.16740994033639467,0.37778446969736096,0.1938511200858792,0.374816633901656,0.18402210580419556,0.3913997589495487,0.22079497715912863,0.35982474096573397,0.3276848303181387,0.4227267268515339,0.29574657678600885
50,LT3_HT1_NB0_NJ34_NW0,492.0,22.181073012818835,701.0,26.476404589747453,71.59277055948951,13.565833474071782,413.9596087884355,24.054272623010895,625.9234646938643,28.595602785179388,20.4605,4.523344337987105,17.319010837532353,0.0,20.096465100398955,0.0,487.5355049057126,25.398358901387567,702.276815074008,29.735115639750266,0.06017148197012261,0.011571903791908346,0.07342313517590401,0.01442888947880752,0.05097190240570938,0.00989665612103389,0.8739891628454678,0.04256165128610105,0.8490860760356184,0.06626378290513749,0.8912774154845231,0.05551680601493861
51,LT3_HT1_NB0_NJ34_NW1i,77.0,8.774964387392123,125.0,11.180339887498949,41.046136295244914,9.730320574045763,48.475111846505854,10.228241698872985,98.1907570316406,12.647208722325347,2.0325,1.4257082450487546,6.234135358909356,0.0,5.293726292880687,0.0,77.26481535303766,11.415750385716601,126.04005147214374,13.6255024525515,0.20189450914886276,0.05101230263364403,0.2656198433122327,0.07419601465640786,0.16282973473839213,0.042424303151990146,0.7214085484941296,0.10187942464251208,0.6273892149358519,0.16160664522757642,0.7790440886430601,0.13100144728784796
52,LT3_HT1_NB0_NJ5_NW0,260.0,16.1245154965971,356.0,18.867962264113206,77.68235041769252,12.955844850740185,160.09534858306458,18.13287929758477,257.86602748540764,21.1932923944758,44.986000000000004,6.707171087723944,13.415470719451083,0.0,15.093408948511517,0.0,257.33799451136196,20.38997142150746,356.7866116427654,23.153947081801377,0.1264928153655457,0.02203275113236098,0.15093447542636906,0.027869204767808423,0.1088638809343446,0.019482363558180595,0.6805807353753484,0.056848388950064305,0.6221209148965994,0.08599359861396003,0.7227458067950079,0.07568567820734685
53,LT3_HT1_NB0_NJ5_NW1i,57.0,7.54983443527075,77.0,8.774964387392123,32.737657894425716,8.23298584845543,29.458254543963303,8.860662801678494,50.01737521247336,10.10669202128485,5.5555,2.357041365780414,5.201811838624027,0.0,4.797632545577728,0.0,56.58439532980019,10.050497663313285,76.73933670526394,11.164514391961688,0.24555011620748596,0.06766639885660179,0.28928168007818594,0.08906529161902235,0.21330427978653663,0.06197224010259397,0.5961101489083322,0.12113867968946937,0.5206073931207869,0.1818564405895262,0.6517827408982858,0.162287281843333
54,LT3_HT1_NB0_NJ67_NW0,174.0,13.19090595827292,212.0,14.560219778561036,72.70985098416604,11.901909790793978,93.46824709463291,15.168382058387817,136.75785711320643,16.73357025755215,28.184,5.308874080254682,12.366716220917784,0.0,10.241412929945561,0.0,170.37388880763373,17.137030735698378,211.53819553523502,18.53673061064122,0.19038374004130595,0.033608981693330875,0.21338319942400769,0.04099617240671151,0.17185986388934443,0.031909192692755495,0.6028248742219676,0.07130915255343126,0.5486066424190524,0.10474413937743914,0.6464925011163162,0.09729759449254737
55,LT3_HT1_NB0_NJ67_NW1i,30.0,5.477225575051661,55.0,7.416198487095663,22.816206645916004,6.542972360066179,10.057254105763725,6.4941629922718445,35.11212287278725,8.606722100855734,5.2845,2.2988353573059555,2.863117755501777,0.0,3.1417421723356638,0.0,29.612975184223504,7.626363405735442,54.946468368080915,9.490149163606757,0.2698244653396163,0.08658215052103461,0.38524002576531857,0.1484850587240555,0.2076221395438239,0.06950448706164483,0.5341730631258397,0.14890633526363584,0.3396232240494967,0.23609981042257636,0.6390241978351483,0.19161698984841555
56,LT3_HT3i_NB0_NJ34_NW0,71.0,8.426149773176359,100.0,10.0,11.630643104144964,6.567462194885347,58.69326911918972,9.595408761896737,89.95421471431672,11.405548500237886,4.065,2.0162202260665874,2.824176993667161,0.0,3.062202452482567,0.0,71.39776766492936,10.340208084376094,102.89673871887176,12.038877460610303,0.06672983185444743,0.038166983048191355,0.08144962709988161,0.04748068477414317,0.056516092001329135,0.0325907211934399,0.8528523756576741,0.11551265059560933,0.8220602833780181,0.17954330456547804,0.8742183263950103,0.15082565752503374
